inn;region;okved;okved_group
0274964261;bashkortostan;41.20;41
4205094769;kemerovo;46.90;46
1901112199;khakasia;71.10;71
5026116175;moscow reg.;86.21;86
5503254970;omsk;73.11;73
4105086725;kamchatka;01.70;01
6123023320;rostov;56.10;56
5614044376;orenburg;47.75;47
1901143768;khakasia;62.01;62
6316173226;samara;69.10;69
1021002160;karelia;86.90;86
5263153790;nizhni novgorod;73.11;73
4825151022;lipetzk;41.20;41
4800002861;lipetzk;42.11;42
7810148985;sankt-petersburg;77.40;77
4101065562;kamchatka;94.12;94
3702658244;ivanovo;69.20;69
3808062540;irkutsk;94.99;94
2100001227;chuvashia;49.41;49
1001248060;karelia;73.10;73
7415102073;chelyabinsk;45.31.10;45
9727013489;moscow city;46.73;46
4501000094;kurgan;68.20.20;68
3100021602;belgorod;45.31;45
0400021132;altai rep.;56.10;56
4632215209;kursk;47.54;47
9107003402;crimea;49.31.20;49
4500008333;kurgan;46.73.60;46
7813594890;sankt-petersburg;93.29;93
7328501258;ulyanovsk;42.21;42
1654009081;tatarstan;94.20;94
9500013251;kherson;94.20;94
6944009396;tver;45.20.20;45
5507284768;omsk;01.11.10;01
1435338238;moscow city;56.29.20;56
1500012542;north ossetia;43.29;43
7730047565;moscow city;68.32.10;68
8620024542;khanty-mansijsk;93.19;93
5074088190;moscow reg.;49.41;49
6432027346;saratov;41.20;41
0274968918;bashkortostan;56.10;56
7721561245;moscow city;46.69;46
2311257725;krasnodar;45.32;45
1500010048;north ossetia;68.32;68
5410080778;novosibirsk;49.41;49
6681013061;sverdlovsk;42.12;42
3448032297;volgograd;94.20;94
2311356483;krasnodar;45.32;45
3435142542;volgograd;47.59;47
6324068360;samara;69.10;69
0300018496;buryatia;69.10;69
2626051848;stavropol;71.20.20;71
7807239946;sankt-petersburg;47.11;47
5249180978;nizhni novgorod;41.20;41
9705232720;moscow city;68.20;68
7106504681;tula;42.11;42
1435338492;yakutia;86.23;86
7500011324;zabaikalsk terr.;86.23;86
7743446905;moscow city;41.20;41
7802860317;leningrad;42.21;42
5316000302;novgorod;47.19;47
4403003964;kostroma;68.31;68
4703170540;leningrad;62.03;62
1001139705;karelia;68.32.20;68
5406590141;novosibirsk;41.20;41
4826088694;lipetzk;68.20;68
7733765331;moscow city;35.12;35
5074071809;moscow reg.;46.21.10;46
1001166177;karelia;70.22;70
1900015097;khakasia;47.11;47
1001342746;karelia;86.22;86
7733112205;kaluga;52.29;52
8904067973;yamal-nenets ao;01.10;01
1835079404;udmurtia;41.20;41
5305990055;novgorod;94.99;94
3328429050;vladimir;79.11;79
7453333160;chelyabinsk;86.23;86
1644046077;tatarstan;01.40;01
0606012163;ingushetia;71.11.10;71
5405293731;novosibirsk;68.20;68
6313555467;samara;69.20;69
4345379186;kirov;69.20.20;69
9701043400;moscow city;62.09;62
3616025819;voronezh;70.22;70
5261088190;nizhni novgorod;86.23;86
7627007400;yaroslavl;68.32.20;68
1513059971;north ossetia;86.10;86
3525146894;vologda;94.99;94
7807254856;sankt-petersburg;73.11;73
4909130220;magadan;45.20;45
9724147212;moscow city;47.41;47
3123440744;belgorod;70.22;70
4401185067;kostroma;46.41;46
0816026476;kalmykia;56.10;56
1400025450;yakutia;62.01;62
5838011296;penza;93.29.90;93
7810957859;sankt-petersburg;42.21;42
2801241403;amur;45.20;45
0800000546;kalmykia;71.12;71
9703101111;moscow city;56.29;56
9310003865;donetsk;68.20;68
6727013300;smolensk;52.21.24;52
0274089988;bashkortostan;70.22;70
7720300410;murmansk;71.12;71
6200009516;ryazan;43.21;43
7715800424;moscow city;22.21;22
4027081653;kaluga;70.22;70
1433026811;yakutia;52.21.24;52
3254505314;bryansk;45.30;45
5321200762;novgorod;56.10.21;56
7728833716;irkutsk;69.10;69
6685158205;sverdlovsk;70.22;70
9726052580;moscow city;46.90;46
4909071817;magadan;47.71.50;47
5902063400;perm;46.73.60;46
2540258537;primorsky terr.;62.01;62
4011014605;kaluga;77.39;77
2116001737;chuvashia;69;69
7327083576;ulyanovsk;45.31;45
4630012034;kursk;68.32.10;68
7415030502;chelyabinsk;47.19;47
7725181533;moscow city;46.32;46
2315227376;krasnodar;46.11;46
0323411329;buryatia;45.11;45
5404312928;novosibirsk;56.10;56
1513080525;north ossetia;47.25.10;47
3025999887;astrakhan;93.19;93
3801092954;irkutsk;56.30;56
0323416528;buryatia;62.01;62
0274914285;bashkortostan;62.01;62
8603243304;khanty-mansijsk;46.90;46
6211007119;ryazan;43.20;43
9201526329;sevastopol;94.99;94
2455031302;krasnoyarsk;86.23;86
7203526521;tyumen;69.10;69
5034085033;moscow reg.;68.32.10;68
5190091972;murmansk;70.10;70
5034054719;moscow reg.;56.10;56
0105082642;adygeya;46.11.30;46
7722344130;moscow city;46.49;46
7447072897;chelyabinsk;46.73.60;46
9717096863;moscow city;46.72;46
7806576441;sankt-petersburg;69.20;69
8603231919;khanty-mansijsk;62.01;62
7459007540;chelyabinsk;23.70;23
3453006782;volgograd;47.30;47
0816041097;kalmykia;41.20;41
6155093337;rostov;25.11;25
5018141940;moscow reg.;73.11;73
9201001515;marij el;47.73;47
2801267698;jewish ao;49.41;49
7609022363;moscow reg.;01.50;01
4501197757;kurgan;73.11;73
1657244774;tatarstan;46.51;46
7734480723;moscow city;47.78.10;47
7536985105;zabaikalsk terr.;69;69
1837001393;udmurtia;71.12;71
1501025992;north ossetia;42.11;42
8913005589;yamal-nenets ao;62.02;62
7716971493;moscow city;10.89;10
0277102845;bashkortostan;49.41.10;49
1435970528;yakutia;93.19;93
2312074499;krasnodar;94.99;94
2465330118;krasnoyarsk;71.12;71
5249146769;nizhni novgorod;47.76.10;47
7100037085;tula;56.10.10;56
3666238805;voronezh;45.20;45
8706006792;chukotka;94.99;94
0272914836;bashkortostan;69.20;69
3307023532;vladimir;56.29;56
2801277583;amur;42.11;42
5405087256;novosibirsk;15.20.50;15
6411073704;saratov;56.29;56
2310227051;krasnodar;70.22;70
6027091856;pskov;25.12;25
0917022333;karachaevo-chercessia;46.75.10;46
0264082197;bashkortostan;86.23;86
5751064430;oryol;42.21;42
1516616885;north ossetia;68.32.10;68
7716545350;moscow city;68.20.29;68
8905068271;yamal-nenets ao;43.11;43
7118816501;tula;86.90.90;86
1660217844;tatarstan;46.90;46
1435346479;yakutia;69.10;69
2820001911;amur;01.11.10;01
5907018143;perm;43.29;43
1700002527;tuva;41.20;41
6316284247;samara;69.10;69
6658157033;sverdlovsk;68.32.20;68
1901143817;khakasia;46.73;46
6000003789;pskov;49.41;49
5614084611;orenburg;71.12.70;71
7804689577;sankt-petersburg;86.21;86
2801231282;amur;73.11;73
3102046190;belgorod;49.41;49
5904402778;perm;73.11;73
2222827821;altai terr.;69.10;69
1653019922;tatarstan;45.19;45
4205375752;kemerovo;71.12.30;71
3812525744;irkutsk;80.20;80
2311284207;krasnodar;52.29;52
9729321810;moscow city;47.91;47
0508015021;dagestan;45.32;45
7449132809;chelyabinsk;43.32;43
5501252664;omsk;46.90;46
3435911678;volgograd;25.62;25
4824054241;lipetzk;93.12;93
5408273500;novosibirsk;94.99;94
6732114649;smolensk;93.19;93
7017473304;tomsk;46.13;46
2540234663;primorsky terr.;42.11;42
1645034525;tatarstan;94.99;94
7622003169;yaroslavl;01.61;01
7446030580;chelyabinsk;42.21;42
7017996738;tomsk;93.19;93
4205194788;kemerovo;41.20;41
2508113424;primorsky terr.;71.10;71
7811775611;sankt-petersburg;93.29;93
3015002969;astrakhan;46.52;46
6316081455;samara;56.10;56
5032246687;moscow reg.;45.32;45
5834125895;penza;25.61;25
7203384740;tyumen;41.20;41
6730045492;smolensk;62.09;62
5505208289;omsk;49.41;49
6686110277;sverdlovsk;43.11;43
1327000219;mordovia;25.12;25
3662287992;voronezh;68.20;68
7204105861;tyumen;69.20.10;69
7148000703;tula;86.90.90;86
1001161115;karelia;45.30;45
1837017844;udmurtia;73.11;73
3827055097;irkutsk;52.29;52
0600011910;ingushetia;42.21;42
7840109920;sankt-petersburg;25.62;25
6321409572;samara;20.16;20
7901548973;jewish ao;41.20;41
2801229364;amur;46.21;46
5837036019;penza;43.12.30;43
6316277930;samara;62.01;62
1500013465;north ossetia;49.41;49
3906294108;kaliningrad;68.31.31;68
6002005380;pskov;01.13;01
5190066856;murmansk;49.41;49
5190313103;murmansk;41.20;41
1829010965;udmurtia;52.21.24;52
3662290314;voronezh;56.10;56
5321204566;novgorod;45.32;45
5029181743;moscow reg.;56.10;56
3257030620;bryansk;86.10;86
4501228797;kurgan;46.90;46
7610105416;yaroslavl;69.20;69
7017323637;tomsk;72.19;72
7726401750;moscow city;28.29;28
1650422643;tatarstan;62.02;62
2462068590;krasnoyarsk;25.11;25
9723211659;moscow city;45.19;45
2804020650;amur;71.12.30;71
1400038963;yakutia;01.41.10;01
7321006705;ulyanovsk;71.12;71
3250527878;bryansk;86.10;86
7329001064;ulyanovsk;41.20;41
4312154998;kirov;93.19;93
2222882830;altai terr.;56.10;56
0323825626;buryatia;43.21;43
2206004965;altai terr.;08.11;08
5837081283;penza;46.34.10;46
9721139661;moscow city;46.69.50;46
5025030768;moscow reg.;68.20.20;68
8906008170;yamal-nenets ao;71.12.62;71
9724008836;moscow city;16.23;16
7415090156;chelyabinsk;94.99;94
3664251511;voronezh;46.49;46
6671012414;sverdlovsk;62.01;62
4101095831;kamchatka;52.21.24;52
0571023387;dagestan;70.10;70
6234031012;ryazan;93.11;93
4632178765;kursk;73.10;73
9102261209;crimea;25.61;25
4824041323;lipetzk;86.23;86
1901088228;khakasia;86;86
4348012404;kirov;33.12;33
7011006247;tomsk;69.20.20;69
4900015159;magadan;41.20;41
3702523279;ivanovo;47.52.50;47
9204561650;sevastopol;70.22;70
1400004989;yakutia;41.20;41
1101140415;komi;70.22;70
3123483353;belgorod;77.11;77
3015017411;astrakhan;25.99;25
7714477680;moscow city;59.11;59
0326568800;buryatia;73.20;73
1660360509;tatarstan;71.11;71
5753070454;oryol;41.20;41
3319006348;vladimir;43.11;43
5419102000;novosibirsk;94.20;94
7728446770;moscow city;46.69;46
5257177471;nizhni novgorod;52.29;52
2502073334;primorsky terr.;68.32.10;68
4107000868;kamchatka;01.70;01
0901020179;karachaevo-chercessia;42.11;42
2462206271;krasnoyarsk;46.76.10;46
7100014137;tula;43.34;43
1303000379;mordovia;43.39;43
7460063570;chelyabinsk;41.20;41
8904088074;yamal-nenets ao;45.20;45
3302018190;vladimir;71.12.20;71
7017487410;tomsk;45.20;45
6312195980;samara;25.61;25
3625017476;voronezh;45.20;45
7536153690;zabaikalsk terr.;94.99;94
3662297905;voronezh;52.29;52
0917020128;karachaevo-chercessia;52.21.24;52
7813243250;sankt-petersburg;77.39.27;77
4826134245;lipetzk;25.11;25
1105020172;komi;86.23;86
7702744148;moscow city;41.20;41
6432027628;saratov;70.22;70
4401195499;kostroma;01.63;01
1831055699;udmurtia;52.21.24;52
7720882486;moscow city;43.31;43
5903046742;perm;70.22;70
0917026151;karachaevo-chercessia;94.99;94
0276974064;bashkortostan;46.90;46
1500012172;north ossetia;56.10;56
6142013920;rostov;01.11.10;01
5717006809;oryol;93.11;93
5473014376;novosibirsk;01.13;01
6621011849;sverdlovsk;56.10;56
3661171917;voronezh;46.33;46
0726023135;kabardino-balkaria;93.19;93
2130231450;chuvashia;41.20;41
2536281011;primorsky terr.;69.10;69
6440001510;saratov;68.20.20;68
7719438981;moscow city;64.99;64
1658248725;tatarstan;86.10;86
5258151620;nizhni novgorod;33.20;33
4909114098;magadan;49.41.10;49
1900008364;khakasia;56.29;56
1434051218;yakutia;33.12;33
9306000580;donetsk;96.04;96
4826104434;lipetzk;45.32;45
3664248710;voronezh;52.23.13;52
9704223264;moscow city;47.11;47
2926009075;arkhangelsk;52.21.24;52
5907014999;perm;52.21.24;52
2502077219;primorsky terr.;47.73;47
2636043236;stavropol;73.20.10;73
2503027796;primorsky terr.;42.11;42
3523016152;vologda;52.21.24;52
5501270737;omsk;69.10;69
5903155163;perm;23.31;23
2311981470;krasnodar;94.99;94
5047292990;moscow reg.;88.99;88
7720334881;moscow city;49.42;49
0544019720;dagestan;25.99;25
2130165984;chuvashia;73.11;73
5907029106;perm;01.49.10;01
0323359904;buryatia;46.49;46
9303029125;donetsk;94.20;94
2534006299;primorsky terr.;47.10;47
5030085515;sevastopol;69.10;69
3702077514;ivanovo;71.11.10;71
5031034538;moscow reg.;52.21.24;52
6900010482;tver;62.01;62
5190918740;murmansk;25.10;25
5017054003;moscow reg.;35.22;35
7719493453;moscow city;47.73;47
9204561875;sevastopol;46.38;46
4909079894;magadan;69.10;69
9500021541;kherson;41.20;41
6340006811;samara;43.12;43
1841097271;udmurtia;41.20;41
4632182666;kursk;62.09;62
2223622633;altai terr.;45.32;45
3906339831;kaliningrad;46.63;46
9718143139;moscow city;79.12;79
7104524516;tula;86.10;86
9103076872;crimea;38.10;38
7820079730;sankt-petersburg;25.12;25
4025415928;kaluga;73.11;73
9407007616;luhansk;43.33;43
3848004921;irkutsk;25.11;25
3663042586;voronezh;93.10;93
9103019391;crimea;68.20.20;68
6832019879;tambov;52.21.24;52
2015011129;chechnya;71.11;71
5250025350;nizhni novgorod;52.21.24;52
6659006823;sverdlovsk;68.20.20;68
6732014130;smolensk;73.20.20;73
5402555700;novosibirsk;73.10;73
6829141413;tambov;86.23;86
0554007064;dagestan;43.39;43
4400007897;kostroma;69.10;69
0105017259;adygeya;68.20;68
4706042144;leningrad;01.49;01
0256999374;bashkortostan;70.22;70
3459078790;volgograd;42.11;42
2222838929;altai terr.;62.09;62
2465180007;krasnoyarsk;52.29;52
7105512680;tula;70.22;70
0548112014;dagestan;43.11;43
4632029795;kursk;70.21;70
2130203453;chuvashia;73.11;73
7733461510;moscow city;96.02;96
2130199119;chuvashia;71.12;71
6375003875;samara;01.11;01
7710745603;moscow city;05.10.11;05
4101098695;kamchatka;49.31.21;49
7453349875;chelyabinsk;64.99;64
4027138490;kaluga;69.10;69
2310176512;adygeya;42.99;42
2303027728;adygeya;43.12;43
7702824763;moscow city;69.10;69
4000012324;kaluga;56.21;56
3904081150;kaliningrad;69;69
0245968261;bashkortostan;73.11;73
7804428906;sankt-petersburg;45.11.20;45
0917012857;karachaevo-chercessia;47.24.30;47
3127019135;belgorod;49.41;49
1841009162;udmurtia;68.32.10;68
1101008985;komi;43.32;43
5503182187;omsk;43.21;43
6234194881;ryazan;25.73;25
2700007566;khabarovsk;46.41;46
9002009647;zaporizhzhia;41.20;41
3444189970;volgograd;73.11;73
7704302882;moscow city;64.99;64
7733225329;moscow city;71.10;71
3523023093;vologda;01.47;01
2130221477;chuvashia;64.92;64
5753069554;oryol;71.12.20;71
3702131190;ivanovo;45.30;45
4703025180;leningrad;68.32.20;68
7604050423;yaroslavl;43.99.90;43
5443006339;novosibirsk;42.21;42
3711051671;ivanovo;29.31;29
5029124262;moscow city;71.20.80;71
9308006690;donetsk;68.32;68
5249079287;nizhni novgorod;46.75;46
6315660555;samara;71.12.12;71
1435230481;yakutia;71.11;71
2460213918;krasnoyarsk;42.22.30;42
1901075476;khakasia;73.11;73
8602075689;khanty-mansijsk;18.13;18
5908032609;perm;47.10;47
1800001870;udmurtia;42.11;42
3666270816;voronezh;01.11;01
3625007968;voronezh;01.47;01
4824070236;lipetzk;94.99;94
7017468093;tomsk;69.10;69
5902065291;perm;82.99;82
1431010559;yakutia;01.62;01
9728010233;moscow reg.;56.10;56
1435315696;yakutia;56.10;56
6315593570;samara;56.10;56
5022019685;moscow reg.;47.50;47
6166058380;rostov;31;31
6454111680;saratov;45.30;45
2100010849;chuvashia;62.01;62
7017429834;tomsk;49.41;49
7527009629;zabaikalsk terr.;42.11;42
0107036698;adygeya;47.30.11;47
7202222094;tyumen;46.48.20;46
9724185874;moscow city;46.90;46
7328510661;ulyanovsk;25.12;25
8905038157;yamal-nenets ao;47.25.10;47
7310105863;ulyanovsk;47.11.10;47
4900015060;magadan;56.10;56
7451086194;chelyabinsk;01.13.31;01
6732246282;smolensk;73.11;73
2127327709;chuvashia;52.21.24;52
5836898058;penza;01.50;01
4345501380;kirov;47.91.20;47
7215002755;tyumen;01.11.10;01
1513046394;north ossetia;73.11;73
7224088678;tyumen;42.21;42
9724067711;moscow city;25.11;25
0800007767;kalmykia;45.11;45
3019029217;astrakhan;68.32.10;68
5752071303;oryol;73.11;73
2221212159;altai terr.;43.21;43
6324041463;samara;47.43;47
5410084412;novosibirsk;56.10.21;56
1314095252;mordovia;94.20;94
3906375815;kaliningrad;69.10;69
3435147540;volgograd;46.69.30;46
5835137283;penza;86.23;86
3662246410;voronezh;49.41;49
0270407855;bashkortostan;70.22;70
1513081487;north ossetia;45.31;45
5260170596;rostov;71.12.40;71
6500007485;sakhalin;41.20;41
4238009462;kemerovo;68.32.20;68
6671065374;sverdlovsk;73.11;73
7203415282;tyumen;41.20;41
9723180249;moscow city;46.90;46
6500005008;sakhalin;70.22;70
2920014777;arkhangelsk;02.20;02
4025458270;kaluga;46.73;46
7604070500;yaroslavl;86.10;86
3652006716;voronezh;86.23;86
3525305079;vologda;45.20;45
2013010264;chechnya;56.10;56
8603148509;khanty-mansijsk;25.11;25
2804015466;amur;69;69
6164135270;rostov;62.01;62
5018209250;moscow reg.;47.91;47
5507243151;omsk;47.79;47
4632300824;kursk;71.12;71
5753073695;oryol;56.30;56
7447137375;chelyabinsk;73.11;73
7500007871;zabaikalsk terr.;42.11;42
6319197031;samara;77.32;77
9102184762;crimea;01.11;01
5040175180;moscow reg.;73.11;73
9728007209;lipetzk;52.29;52
3909800521;kaliningrad;01.10;01
1101058753;komi;49.41.10;49
9308019836;donetsk;71.12;71
7810903331;sankt-petersburg;64.91;64
1020001533;karelia;42.11;42
9200022791;sevastopol;41.20;41
9204013910;sevastopol;52.21.24;52
7448193742;kurgan;46.49;46
3906205027;kaliningrad;86.23;86
5905049530;perm;62.01;62
4101188701;kamchatka;46.90;46
9500005606;kherson;68.20;68
5609096996;orenburg;47.59;47
6685209026;sverdlovsk;43.29;43
1655110447;tatarstan;93.20;93
9724116655;moscow city;43.12;43
3808230603;irkutsk;86;86
4325002696;kirov;01.41;01
7718927468;moscow city;86;86
3409007360;volgograd;49.41;49
0300014205;buryatia;47.73;47
1656090313;primorsky terr.;90.04.30;90
2635825230;stavropol;43.21;43
4726005119;leningrad;25.11;25
7413029484;chelyabinsk;45.31;45
6827030531;tambov;86.23;86
3666264636;voronezh;56.10;56
7751163869;moscow city;45.31;45
7714993974;moscow city;46.71;46
1701035557;tuva;49.41.20;49
1435280637;yakutia;42.21;42
4823006069;lipetzk;94.99;94
2623031392;stavropol;41.20;41
6501259485;sakhalin;41.20;41
6727016734;smolensk;35.30.40;35
6027187950;pskov;71.11;71
2706032382;khabarovsk;47.11;47
9106016053;crimea;43.29;43
3407000881;volgograd;01.11.10;01
7536102769;zabaikalsk terr.;47.52.70;47
2315116933;krasnodar;41.20;41
6670256680;sverdlovsk;86.23;86
1300004417;mordovia;68.32.20;68
0265042285;bashkortostan;41.20;41
4826136556;lipetzk;73.20;73
5003041854;moscow reg.;94.99;94
6454089586;sankt-petersburg;46.69.50;46
2635215958;stavropol;31.01;31
4500014739;kurgan;73.11;73
5118004993;murmansk;43.21;43
7727297935;moscow city;46.75;46
6950263129;tver;46.90;46
6234130060;ryazan;01.11;01
7603072907;yaroslavl;47.91.20;47
1624011220;tatarstan;86.23;86
2540184194;primorsky terr.;45.31.10;45
5007018528;moscow reg.;01.19;01
5752045448;oryol;25.62;25
9723092000;moscow city;86.23;86
1200008954;marij el;94.99;94
7751151648;moscow city;69.20;69
2223640713;altai terr.;93.12;93
4345057728;moscow city;18.10;18
2901137847;nenets ao;41.20;41
1101173210;komi;94.99;94
1650408977;tatarstan;43.29;43
1650418580;tatarstan;46.69;46
7806599505;sankt-petersburg;45.20;45
0308000540;buryatia;01.47;01
7205031429;tyumen;01.11;01
7116128651;tula;56.10.10;56
4101143845;kamchatka;52.21.24;52
0411167817;altai rep.;43.31;43
5257147540;nizhni novgorod;43.22;43
4705111772;leningrad;56.10;56
4632168943;kursk;68.32;68
2801269448;amur;41.20;41
5902163027;perm;73.10;73
7718990068;moscow city;46.66;46
7816710985;sankt-petersburg;68.20;68
1106027741;komi;49.41.10;49
2801087832;amur;56.10;56
1701061860;tuva;71.12.41;71
7701786360;moscow city;69.20.10;69
3906224943;kaliningrad;25.12;25
7720847523;arkhangelsk;42.11;42
7105041776;tula;41.20;41
2225222278;altai terr.;45.32;45
3528331630;vologda;42.99;42
5260463024;nizhni novgorod;56.10;56
7451278509;chelyabinsk;16.23;16
2311362416;krasnodar;25.99;25
7804650989;sankt-petersburg;25.62;25
2130063855;chuvashia;47.78.20;47
